,university_name,professor_name,ave_if,num_of_pub,overall_impact,impact_level,Community Contribution
873,University of California Los Angeles,Gerard Wong,9.981333333333334,7.5,133.05982950315212,5,Tier 1
874,Johns Hopkins University,Xingde Li,4.860975609756097,4.1,29.59294310683521,2,Tier 4
875,University of Michigan,Cynthia A Chestek,4.613559322033898,5.9,39.893041444582195,3,Tier 3
876,University of British Columbia,Peymanservati,6.157458563535913,18.1,175.56197074261337,5,Tier 1
877,Shanghai Jiao Tong University,Binjie Qin,2.8,1.1,3.984191681059749,0,Tier 6
878,University of Oxford,Clifton David,6.2765625,12.8,127.16344702242259,5,Tier 1
879,University of California San Diego,Sameer Shah,3.353448275862069,5.8,26.320401428735888,2,Tier 4
880,Georgia Institute of Technology,Andrés García,9.490714285714285,14.0,233.21241155466322,5,Tier 1
881,University of Tokyo,Seiichi Ohta,4.847499999999999,4.0,28.77115280030713,2,Tier 4
882,Shanghai Jiao Tong University,Ping Liu,5.89481865284974,19.3,177.27413313122716,5,Tier 1
883,Rice University,Christian Schreib,8.2,0.1,1.3876096629057482,0,Tier 6
884,University of California Los Angeles,Michael Teitell,13.62758620689655,5.8,151.86289199263203,5,Tier 1
885,University of Pittsburgh,Phillippi Julie,5.743333333333334,3.0,26.67327135116143,2,Tier 4
886,University of California San Diego,Shyni Varghese,8.274999999999999,3.6,50.52571916540201,3,Tier 3
887,Johns Hopkins University,Marios Arvanitis,14.235294117647058,1.7,47.00639840343966,3,Tier 3
888,National University of Singapore,Andrew W Holle,7.300000000000001,0.4,4.799694179686384,0,Tier 6
889,University of California San Diego,Prashant Mali,14.064444444444444,4.5,122.56479443233657,5,Tier 1
890,University of California San Diego,Bernhard Palsson,8.428571428571429,19.6,281.480643942851,5,Tier 1
891,Columbia University,Lance C Kam,9.96206896551724,2.9,51.325705515454295,3,Tier 3
892,Massachusetts Institute of Technology,William G Thilly,3.525,0.4,1.9320078780664045,0,Tier 6
893,Johns Hopkins University,Nicholas Durr,3.74,3.5,18.203611032443344,2,Tier 4
894,University of California Berkeley,Michael Yartsev,13.205555555555556,1.8,45.31253411464791,3,Tier 3
895,University of Pittsburgh,Sowa Gwendolyn,3.525,8.0,38.64015756132809,3,Tier 3
896,Duke University,Ehsan Samei,3.8940860215053763,18.6,101.74659176343671,4,Tier 2
897,Georgia Institute of Technology,Jennifer Hasler,4.433333333333334,0.3,1.929897473319902,0,Tier 6
898,Cornell University,Esak Lee,5.93,2.0,18.507525752961193,2,Tier 4
899,University of Michigan,Alfred Hero,4.618518518518518,2.7,18.28067071165284,2,Tier 4
900,University of Pittsburgh,Jin Tao,3.836666666666667,3.0,16.1088241588914,1,Tier 5
901,Georgia Institute of Technology,Aniruddh Sarkar,6.466666666666666,0.3,3.0936547761209976,0,Tier 6
902,Georgia Institute of Technology,Francisco Robles,4.088,2.5,14.532108026086386,1,Tier 5
903,National University of Singapore,Slaven Garaj,10.875,1.6,31.597779541950054,2,Tier 4
904,University of Washington,Cecilia Giachelli,5.404,2.5,20.59843304234089,2,Tier 4
905,Carnegie Mellon University,James W Schneider,5.781818181818182,1.1,9.862186777565599,1,Tier 5
906,University of Pittsburgh,Kormos Robert,7.213888888888889,7.2,85.12248772746132,4,Tier 2
907,Georgia Institute of Technology,Valeria Milam,5.4750000000000005,0.4,3.3499640443651617,0,Tier 6
908,University of California Berkeley,Phillip Messersmith,7.814285714285714,4.9,64.01882338983435,4,Tier 2
909,Imperial College London,Rodrigo Ledesma-amaro,7.92,12.0,159.43648935581777,5,Tier 1
910,Imperial College London,Adam Celiz,5.975,0.4,3.7366496349110103,0,Tier 6
911,Georgia Institute of Technology,Julia Babensee,6.957142857142856,0.7,7.909275283985707,1,Tier 5
912,University of Toronto,John Griffiths,5.328571428571429,2.1,17.001325587005052,1,Tier 5
913,University of Toronto,Julie Audet,7.637499999999999,0.8,10.157317221781328,1,Tier 5
914,University of Toronto,Willy Wong,4.742105263157894,1.9,13.295895359151547,1,Tier 5
915,University of California Los Angeles,Sam Emaminejad,11.649999999999999,1.8,38.741810437576774,3,Tier 3
916,Imperial College London,Nick Linton,5.131818181818181,4.4,33.98535046777763,3,Tier 3
917,University of Tokyo,Kanjiro Miyata,8.277142857142858,7.0,98.27625614480378,4,Tier 2
918,Georgia Institute of Technology,Julie Champion,7.4071428571428575,5.6,68.43077017043326,4,Tier 2
919,University of Washington,Amy Orsborn,6.133333333333334,2.1,20.26935854976352,2,Tier 4
920,Shanghai Jiao Tong University,Hailong Yu,4.3999999999999995,3.2,20.392281796693528,2,Tier 4
921,Nanyang Technological University,Zhao Wenting,8.242105263157894,1.9,26.533912760742727,2,Tier 4
922,University of California San Francisco,Leslie Benet,5.258904109589041,7.3,58.13556868555593,4,Tier 2
923,Rice University,Antonios Mikos,6.867816091954023,17.4,193.451708463698,5,Tier 1
924,McGill University,Natalie Reznikov,6.45,1.0,10.278971059298497,1,Tier 5
925,University of Michigan,Mohammed Islam,2.6375,0.8,2.688936661086904,0,Tier 6
926,Johns Hopkins University,J. Webster Stayman,3.6880434782608695,9.2,47.0200263015613,3,Tier 3
927,University of Pennsylvania,Flavia Vitale,7.036842105263159,3.8,43.551774463943474,3,Tier 3
928,Massachusetts Institute of Technology,Peter So,6.145454545454545,8.8,85.14814393659253,4,Tier 2
929,Duke University,Warren S Warren,6.651785714285714,5.6,59.82198775560667,4,Tier 2
930,ETH Zurich,Stephan Klaas,4.467441860465117,8.6,55.856290200488345,4,Tier 2
931,Georgia Institute of Technology,Eric Schumacher,3.417391304347826,2.3,10.686764116733155,1,Tier 5
932,Georgia Institute of Technology,James Gumbart,7.779807692307693,10.4,135.12770992911572,5,Tier 1
933,Columbia University,Elizabeth M C Hillman,9.492105263157894,3.8,63.312108726940444,4,Tier 2
934,University of Pittsburgh,Kandler Karl,4.5,1.1,7.209552809853753,0,Tier 6
935,National University of Singapore,Dean Ho,7.423076923076924,5.2,63.71376875312453,4,Tier 2
936,University of Pittsburgh,Schatten Gerald,9.736363636363636,1.1,18.918585726096698,2,Tier 4
937,Imperial College London,Naomi Nakayama,6.925,0.8,8.986999326885467,1,Tier 5
938,McGill University,Adam Hendricks,5.492307692307692,1.3,10.930421929468764,1,Tier 5
939,University of Toronto,Michael Garton,10.100000000000001,1.2,21.60642742942075,2,Tier 4
940,Georgia Institute of Technology,Yonggang Ke,13.222784810126582,7.9,199.19606459217124,5,Tier 1
941,University of Pittsburgh,Ryad Benosman,5.590909090909091,1.1,9.456833078695215,1,Tier 5
942,Johns Hopkins University,Joshua Doloff,10.094999999999999,2.0,35.98842990481788,3,Tier 3
943,University of British Columbia,Thaliafield,6.157458563535913,18.1,175.56197074261337,5,Tier 1
944,Carnegie Mellon University,Stefanie A Sydlik,7.117647058823529,1.7,19.76375595572017,2,Tier 4
945,Columbia University,Joshua Jacobs,10.153846153846153,3.9,70.68916157624435,4,Tier 2
946,University of Cambridge,Richard Prager,2.6666666666666665,0.3,1.022308966794036,0,Tier 6
947,Stanford University,James Swartz,7.005263157894737,1.9,21.653802388164404,2,Tier 4
948,Johns Hopkins University,Peter Searson,5.633695652173913,9.2,79.8508519702884,4,Tier 2
949,Peking University,Xiuqin Zhang,7.696078431372549,5.1,65.37429708967802,4,Tier 2
950,University of British Columbia,Vesnasossi,6.157458563535913,18.1,175.56197074261337,5,Tier 1
951,Johns Hopkins University,Warren Grayson,7.195384615384615,6.5,76.60037102834156,4,Tier 2
952,University of British Columbia,Rizhiwang,6.157458563535913,18.1,175.56197074261337,5,Tier 1
953,Carnegie Mellon University,Aryn Gittis,6.418749999999999,3.2,32.693623313184034,2,Tier 4
954,University of Michigan,Parag Patil,5.265714285714285,7.0,55.83668848377539,3,Tier 3
955,University of Washington,Matthew O’donnell,4.676724137931036,11.6,79.77837406190397,4,Tier 2
956,University of British Columbia,Gabriellelam,6.157458563535913,18.1,175.56197074261337,5,Tier 1
957,University of British Columbia,Mattiabacca,6.157458563535913,18.1,175.56197074261337,5,Tier 1
958,University of British Columbia,Vikramadityayadav,6.157458563535913,18.1,175.56197074261337,5,Tier 1
959,Rice University,James Long,7.966666666666666,0.3,4.015291343434786,0,Tier 6
960,University of Washington,Valerie Daggett,4.300000000000001,4.4,27.245089943073882,2,Tier 4
961,Duke University,Aravind Asokan,9.933333333333334,5.4,95.22753037704132,4,Tier 2
962,Cornell University,Suzanne A Maher,3.4,0.1,0.461688063363795,0,Tier 6
963,University of Pennsylvania,Daniel Bogen,3.1,0.1,0.4113411115370589,0,Tier 6
964,University of Michigan,Jeffrey Fessler,4.084,5.0,29.028672191652607,2,Tier 4
965,Duke University,Shyni Varghese,8.438461538461537,3.9,56.09106694795297,4,Tier 2
966,University of California San Diego,Tyler Seibert,5.475641025641025,7.8,65.33385940470572,4,Tier 2
967,Duke University,Cristian T Badea,4.855555555555556,3.6,25.947836945042493,2,Tier 4
968,University of California Los Angeles,Dario Ringach,9.809090909090905,2.2,38.19078895469821,3,Tier 3
969,Cornell University,Chris Schaffer,4.7489795918367355,4.9,34.35155958363534,3,Tier 3
970,University of Toronto,Omar Khan,4.923809523809524,2.1,15.402664287967703,1,Tier 5
971,Massachusetts Institute of Technology,Harvey F Lodish,15.257142857142856,2.8,84.43053616075882,4,Tier 2
972,University of Pittsburgh,Schneider Walter,3.4592592592592593,2.7,12.737748046115357,1,Tier 5
973,University of Pittsburgh,Mahajan Aman,5.003225806451612,3.1,23.19659947585916,2,Tier 4
974,University of California San Diego,Thomas Liu,4.712903225806451,6.2,43.05289323013577,3,Tier 3
975,University of Washington,Eric H Chudler,4.42,0.5,3.20440824875543,0,Tier 6
976,University of California San Diego,Andrew Mcculloch,5.790196078431372,10.2,91.61503679167761,4,Tier 2
977,Northwestern University,Joseph Moskal,3.95,2.6,14.47837155075368,1,Tier 5
978,University of California San Francisco,Shuvo Roy,5.293877551020409,4.9,39.347164835000164,3,Tier 3
979,University of Washington,Nancy Allbritton,7.506060606060608,9.9,122.99863108578045,5,Tier 1
980,Tsinghua University,Bai Jing,4.169565217391304,2.3,13.703809095888328,1,Tier 5
981,University of California Los Angeles,Heather Maynard,8.066101694915254,5.9,80.20134065973953,4,Tier 2
982,Shanghai Jiao Tong University,Gaolian Xu,8.299999999999999,1.7,23.949504736087917,2,Tier 4
983,University of Toronto,Yu Sun,8.725,12.4,185.94242033981482,5,Tier 1
984,University of Toronto,Azadeh Kushki,7.0666666666666655,2.1,24.195664421882267,2,Tier 4
985,Georgia Institute of Technology,Hanjoong Jo,8.273170731707317,8.2,115.05456001722901,4,Tier 2
986,Stanford University,Todd Coleman,3.1,0.8,3.290728892296471,0,Tier 6
987,University of Tokyo,Shu Takagi,4.0473684210526315,1.9,10.907356914588833,1,Tier 5
988,University of British Columbia,Jennausprech,6.157458563535913,18.1,175.56197074261337,5,Tier 1
989,Stanford University,Russ B Altman,7.315107913669064,13.9,167.22096366578867,5,Tier 1
990,Northwestern University,Robert Linsenmeier,4.088461538461538,2.6,15.115525269797077,1,Tier 5
991,University of Toronto,Xinyu Liu,7.859523809523809,4.2,55.2706513698456,3,Tier 3
992,Cornell University,Yadong Wang,7.278260869565218,4.6,54.99109324688176,3,Tier 3
993,Carnegie Mellon University,Robert E Kass,2.8461538461538467,2.6,9.61161380847511,1,Tier 5
994,University of California San Francisco,Francis Szoka,7.562499999999999,2.4,30.098369972475247,2,Tier 4
995,Georgia Institute of Technology,Ravi Kane,6.924242424242424,3.3,37.06630291133722,3,Tier 3
996,University of Toronto,Benjamin Hatton,9.277777777777779,2.7,43.71884921086502,3,Tier 3
997,Johns Hopkins University,Justus Kebschull,13.4,0.5,12.818907162653073,1,Tier 5
998,Johns Hopkins University,Martin Trapecar,4.1000000000000005,0.3,1.7502539869632885,0,Tier 6
999,University of Michigan,James Ashton-miller,3.4256097560975607,8.2,38.21520651949263,3,Tier 3
1000,Shanghai Jiao Tong University,Qiuning Lin,10.11951219512195,4.1,74.00027426665167,4,Tier 2
1001,University of California San Diego,Nigel Goldenfeld,11.399999999999999,0.2,4.189489051783562,0,Tier 6
1002,Shanghai Jiao Tong University,Yuan Feng,6.349275362318841,13.8,139.08627929801324,5,Tier 1
1003,University of California San Diego,Klaus Ley,12.338095238095239,8.4,194.2403419178527,5,Tier 1
1004,University of Pennsylvania,Davit Jishkariani,10.11,1.0,18.027642805076916,2,Tier 4
1005,Carnegie Mellon University,Steven M Chase,10.048275862068964,2.9,51.88148935415464,3,Tier 3
1006,University of Pittsburgh,Yates Cecelia,4.670588235294118,1.7,11.672486967022632,1,Tier 5
1007,Georgia Institute of Technology,Eberhard Voit,3.678181818181818,5.5,28.0158743589287,2,Tier 4
1008,Tsinghua University,Gong Qin,4.451724137931034,2.9,18.752462400589366,2,Tier 4
1009,University of California San Diego,Benjamin Smarr,4.09,2.0,11.632796497494668,1,Tier 5
1010,Johns Hopkins University,Edith Gurewitsch-Allen,3.55,0.2,0.974575382400058,0,Tier 6
1011,University of British Columbia,Fidelvila-rodriguez,6.157458563535913,18.1,175.56197074261337,5,Tier 1
1012,University of Toronto,Rita Kandel,5.088461538461538,5.2,39.740787052055644,3,Tier 3
1013,Imperial College London,Julien Vermot,6.114285714285715,1.4,13.460469147325462,1,Tier 5
1014,University of California San Francisco,Jaume Pons,9.542105263157893,1.9,31.86462815830294,2,Tier 4
1015,University of Pittsburgh,Chen Yu-chih,6.081818181818182,1.1,10.505929349408074,1,Tier 5
1016,University of British Columbia,Guydumont,6.157458563535913,18.1,175.56197074261337,5,Tier 1
1017,University of Toronto,Lueder Kahrs,4.4,0.4,2.5490352245866914,0,Tier 6
1018,Shanghai Jiao Tong University,Rong Tao,6.127450980392157,5.1,49.166578077443994,3,Tier 3
1019,University of Michigan,Sasha Cai Lesher-pérez,6.071428571428571,0.7,6.6713181537652275,0,Tier 6
1020,Shanghai Jiao Tong University,Guofeng Shen,6.553703703703706,5.4,56.624224002215364,4,Tier 2
1021,University of Michigan,Aaron Morris,10.125,0.8,14.448866447283061,1,Tier 5
1022,Carnegie Mellon University,Jana Kainerstorfer,3.7461538461538457,2.6,13.550501203247647,1,Tier 5
1023,University of Pittsburgh,Sfeir Charles,5.621428571428572,2.8,24.23630460865177,2,Tier 4
1024,Shanghai Jiao Tong University,Xiaoli Guo,3.4058823529411764,3.4,15.731349144534096,1,Tier 5
1025,University of California Los Angeles,David Wong,7.191818181818182,11.0,129.5510864217272,5,Tier 1
1026,University of British Columbia,Robertrohling,6.157458563535913,18.1,175.56197074261337,5,Tier 1
1027,University of California San Diego,Stephanie Lindsey,3.0,0.2,0.7896444077714956,0,Tier 6
1028,University of California San Diego,Nicole Steinmetz,7.658928571428571,11.2,142.70133850414626,5,Tier 1
1029,Georgia Institute of Technology,Blazeck John,5.885714285714286,0.7,6.417221206902576,0,Tier 6
1030,Duke University,David Hasan,5.0,2.4,17.944185374654648,2,Tier 4
1031,University of Michigan,Oliver Kripfgans,3.9802631578947367,7.6,42.727091002896564,3,Tier 3
1032,Columbia University,Anthony Fitzpatrick,27.02857142857143,0.7,43.139678588928334,3,Tier 3
1033,University of Michigan,Euisik Yoon,6.683870967741936,6.2,66.63106594539366,4,Tier 2
1034,University of Pittsburgh,Steven D Abramowitch,4.373170731707317,4.1,25.9286196932038,2,Tier 4
1035,University of Pittsburgh,Ruder Warren,4.566666666666666,1.2,8.010882958289953,1,Tier 5
1036,Imperial College London,Danny O'hare,10.041666666666666,2.4,42.90110642021015,3,Tier 3
1037,Stanford University,Lei Qi,16.026136363636365,8.8,282.17511736153256,5,Tier 1
1038,Shanghai Jiao Tong University,Lixu Gu,3.5766666666666667,3.0,14.756023519633736,1,Tier 5
1039,Nanyang Technological University,Chew S Yian,8.00909090909091,5.5,74.10401152068323,4,Tier 2
1040,University of California San Francisco,Sharmila Majumdar,5.040277777777778,14.4,108.75032958008437,4,Tier 2
1041,Duke University,Peter E Fecci,8.55974025974026,7.7,112.73699596574927,4,Tier 2
1042,University of California Los Angeles,Debiao Li,4.837037037037037,18.9,135.57701572862575,5,Tier 1
1043,University of California Berkeley,David Schaffer,9.116190476190477,10.5,166.3244276569328,5,Tier 1
1044,University of Pennsylvania,Paul A Janmey,6.928181818181818,11.0,123.64221615979207,5,Tier 1
1045,University of Pittsburgh,Dicianno Brad,2.831521739130434,9.2,33.791907111045056,3,Tier 3
1046,University of British Columbia,Shernazbamji,6.157458563535913,18.1,175.56197074261337,5,Tier 1
1047,University of Hong Kong,Yong Hu,4.329203539823009,11.3,70.56485437009113,4,Tier 2
1048,University of Toronto,Babak Taati ,3.3065217391304347,4.6,20.51030221463483,2,Tier 4
1049,University of California San Francisco,Neal Benowitz,6.128571428571428,18.2,175.4973056174722,5,Tier 1
1050,University of Pittsburgh,Anderst William,3.3638297872340424,9.4,42.8223373612103,3,Tier 3
1051,University of Washington,James Bryers,4.5600000000000005,2.0,13.327112045493978,1,Tier 5
1052,Massachusetts Institute of Technology,Feng Zhang,19.188372093023258,17.2,690.75829891846,5,Tier 1
1053,University of Toronto,Jason Moffat,16.005042016806723,11.9,380.95000590814806,5,Tier 1
1054,University of Michigan,Mark Burns,4.180000000000001,1.5,8.965233623968345,1,Tier 5
1055,Northwestern University,Julius P A Dewald,3.7704918032786883,6.1,32.04994851972697,2,Tier 4
1056,Tsinghua University,Yuan Kexin,4.9,1.0,7.290294962102011,1,Tier 5
1057,Carnegie Mellon University,John Galeotti,3.59,1.0,4.9416053751081535,0,Tier 6
1058,University of Pittsburgh,Anderson Carolyn,5.832692307692307,5.2,47.13458384129674,3,Tier 3
1059,University of Tokyo,Shinichi Tokuno,3.961904761904763,2.1,11.738141328987329,1,Tier 5
1060,University of Cambridge,Anurag Agarwal,4.283333333333334,0.6,3.697248075621314,0,Tier 6
1061,Johns Hopkins University,Mark Luciano,2.8339285714285714,5.6,20.590844159904425,2,Tier 4
1062,University of California San Diego,Ayako Makino,5.919354838709677,3.1,28.622308757605328,2,Tier 4
1063,University of California San Diego,Marcos Intaglietta,3.4466666666666668,1.5,7.044340888465724,0,Tier 6
1064,Carnegie Mellon University,Keith E Cook,5.184210526315789,1.9,14.863014034693721,1,Tier 5
1065,University of California Los Angeles,Y Sungtaek Ju,3.9090909090909096,1.1,6.0462680678439575,0,Tier 6
1066,Johns Hopkins University,Gene Fridman,4.552380952380952,2.1,13.964247631449172,1,Tier 5
1067,University of Pittsburgh,Pacella John,4.723076923076923,2.6,18.10316965755048,2,Tier 4
1068,Duke University,Alexandra Badea,4.987179487179486,3.9,29.065871909114367,2,Tier 4
1069,Imperial College London,Hayriye Cagnan,5.2,0.1,0.7852431915614512,0,Tier 6
1070,University of Sydney,Sandhya Clement,6.6625,0.8,8.563208421732208,1,Tier 5
1071,Shanghai Jiao Tong University,Li Lin,7.171957671957672,18.9,221.82421400732665,5,Tier 1
1072,University of Pittsburgh,George Stetten,3.3,0.2,0.8895542122585449,0,Tier 6
1073,University of Pennsylvania,David F Meaney,4.385106382978723,4.7,29.824489951079244,2,Tier 4
1074,University of Michigan,James Moon,10.89189189189189,11.1,219.63529482033726,5,Tier 1
1075,Georgia Institute of Technology,Shu Jia,6.720000000000001,2.0,21.639219237485683,2,Tier 4
1076,Johns Hopkins University,Donald Geman,5.257142857142859,1.4,11.14461984978508,1,Tier 5
1077,Duke University,Olaf T Von Ramm,2.55,0.4,1.288947465467357,0,Tier 6
1078,Georgia Institute of Technology,Mark Prausnitz,6.0328125,12.8,121.02072607613539,5,Tier 1
1079,University of California Los Angeles,Pei-yu “ Chiou,11.091666666666667,2.4,48.57997125503817,3,Tier 3
1080,University of Michigan,Joerg Lahann,6.624675324675325,7.7,81.8363918407125,4,Tier 2
1081,University of Sydney,Hannes Almgren,4.525,0.8,5.279748268312534,0,Tier 6
1082,University of Michigan,Deepak Nagrath,11.246875,3.2,65.90825506228312,4,Tier 2
1083,University of California San Diego,Shaochen Chen,11.676543209876543,8.1,174.83480052890312,5,Tier 1
1084,University of Tokyo,Kenji Shimazoe,3.4124999999999996,0.8,3.710486126082723,0,Tier 6
1085,University of Pittsburgh,Star Alexander,7.81764705882353,5.1,66.66766593609448,4,Tier 2
1086,University of Toronto,Milos Popovic,3.2592,12.5,54.73924179104082,3,Tier 3
1087,University of Tokyo,Masaki Sekino,7.551111111111111,4.5,56.328228066553464,4,Tier 2
1088,Harvard University,Jennifer Lewis,12.362025316455693,7.9,183.1214114539918,5,Tier 1
1089,University of British Columbia,Janet Lam,3.2,0.1,0.42799379518491015,0,Tier 6
1090,University of Cambridge,Guillaume Hennequin,14.021428571428569,1.4,37.985545326069655,3,Tier 3
1091,Georgia Institute of Technology,Craig Forest,5.652500000000001,4.0,34.86267482293377,3,Tier 3
1092,Nanyang Technological University,Chew K Wayne,6.991999999999999,2.5,28.424431226531407,2,Tier 4
1093,Duke University,Sonal Deshpande,11.075000000000001,0.4,8.081456878622015,1,Tier 5
1094,University of Oxford,Grau Vicente,6.565789473684209,3.8,39.938549528400124,3,Tier 3
1095,Tsinghua University,Zhang Hui,6.612925170068027,14.7,155.8868011342378,5,Tier 1
1096,University of Pennsylvania,Michael J Mitchell,16.554945054945055,9.1,303.87926824406486,5,Tier 1
1097,University of California Berkeley,Steven M Conolly,8.2,2.0,27.75219325811496,2,Tier 4
1098,Massachusetts Institute of Technology,Katharina Ribbeck,7.492105263157894,3.8,47.101900942878274,3,Tier 3
1099,Johns Hopkins University,Ken Taguchi,5.1,0.1,0.7664127483992524,0,Tier 6
1100,University of California San Diego,Yuan Chen,10.433333333333332,2.4,45.00285798140083,3,Tier 3
1101,Shanghai Jiao Tong University,Guoyan Zheng,5.1878787878787875,3.3,25.83754318137135,2,Tier 4
1102,Johns Hopkins University,Chulan Kwon,9.154761904761903,4.2,66.88182383181967,4,Tier 2
1103,Georgia Institute of Technology,Cyrus Aidun,5.346153846153846,1.3,10.568057502060327,1,Tier 5
1104,Johns Hopkins University,Charles Della Santina,5.054545454545454,4.4,33.34688789437639,3,Tier 3
1105,Georgia Institute of Technology,Costas Arvanitis,17.599999999999998,0.9,32.443921670195216,2,Tier 4
1106,University of Toronto,Eli Sone,5.5625,1.6,13.668080017601262,1,Tier 5
1107,Cornell University,Kayla Wolf,11.266666666666666,0.3,6.192493532362958,0,Tier 6
1108,University of California San Diego,Zeinab Jahed,10.86,0.5,9.857284377457878,1,Tier 5
1109,Georgia Institute of Technology,Kyle Allison,7.275,0.4,4.779156346834022,0,Tier 6
1110,University of Pittsburgh,Mao Zhi-hong,2.615,2.0,6.650734518354349,0,Tier 6
1111,University of California Berkeley,Liana Lareau,13.613333333333333,1.5,39.22354635920366,3,Tier 3
1112,University of Toronto,Chung-Wai Chow,9.470212765957447,4.7,78.0813886261754,4,Tier 2
1113,Johns Hopkins University,Deok-Ho Kim,9.425,6.0,99.08386729414863,4,Tier 2
1114,Georgia Institute of Technology,Blair Brettmann,5.764285714285714,1.4,12.504315111995835,1,Tier 5
1115,University of Pittsburgh,Vogt Keith,3.357142857142857,1.4,6.361950907261397,0,Tier 6
1116,Georgia Institute of Technology,Ming-fai Fong,6.266666666666666,0.6,5.949041431883286,0,Tier 6
1117,Tsinghua University,Guo Hua,4.146534653465346,10.1,59.76239557043506,4,Tier 2
1118,Duke University,Roarke Horstmeyer,6.970588235294118,1.7,19.254653498687173,2,Tier 4
1119,University of Pittsburgh,Banerjee Ipsita,10.223999999999998,2.5,45.70524693620538,3,Tier 3
1120,University of Pittsburgh,Cham Rakie,2.736842105263158,1.9,6.688300529749622,0,Tier 6
1121,University of Washington,Patrick S Stayton,6.875,3.6,40.076831525746535,3,Tier 3
1122,Cornell University,Krystyn Van Vliet,3.8,0.1,0.5305538810319672,0,Tier 6
1123,Duke University,Jonathan Viventi,9.304761904761904,2.1,34.12721712484169,3,Tier 3
1124,Carnegie Mellon University,Yongjie Jessica Zhang,4.833333333333333,0.6,4.299913160151711,0,Tier 6
1125,Peking University,Zhuan Zhou,11.608333333333334,4.8,102.84982932695142,4,Tier 2
1126,Columbia University,Raju Tomer,12.266666666666667,1.8,41.32194069243431,3,Tier 3
1127,University of California San Diego,Amir Zarrinpar,12.838461538461537,3.9,94.77762845436509,4,Tier 2
1128,University of Pittsburgh,Aizenstein Howard,6.009142857142857,17.5,164.6469574232814,5,Tier 1
1129,Duke University,Barry S Myers,2.8166666666666664,1.2,4.378754169187685,0,Tier 6
1130,University of Pennsylvania,Jina Ko,6.776190476190477,2.1,22.958911893834806,2,Tier 4
1131,Imperial College London,Victoria Salem,7.041935483870968,3.1,35.56122771895042,3,Tier 3
1132,University of Pittsburgh,Fisher Lee,6.392105263157895,3.8,38.622332142362396,3,Tier 3
1133,Massachusetts Institute of Technology,Paul Blainey,14.122222222222222,4.5,123.1944988425268,5,Tier 1
1134,Georgia Institute of Technology,Fatih Sarioglu,7.1478260869565196,2.3,26.880992982913604,2,Tier 4
1135,University of Oxford,Stevens Molly,12.137500000000001,2.4,54.37168539922791,3,Tier 3
1136,University of California San Francisco,Sophie Dumont,11.245945945945946,3.7,76.19855115752148,4,Tier 2
1137,Johns Hopkins University,Jennifer Elisseeff,9.49578947368421,9.5,158.3570680228018,5,Tier 1
1138,Georgia Institute of Technology,Mark Styczynski,4.505454545454545,5.5,36.10239014650738,3,Tier 3
1139,Stanford University,Kc Huang,28.022222222222226,1.8,116.05149008285356,4,Tier 2
1140,University of California San Francisco,Nadav Ahituv,11.1873786407767,10.3,210.74032534111095,5,Tier 1
1141,Shanghai Jiao Tong University,Shengxian Tu,5.463970588235295,13.6,113.61203777772437,4,Tier 2
1142,University of Pittsburgh,Teichert Tobias,3.1666666666666665,1.8,7.603708222620694,1,Tier 5
1143,University of British Columbia,Carmende Hoog,5.1,0.4,3.0656509935970098,0,Tier 6
1144,Cornell University,Nozomi Nishimura,7.37906976744186,4.3,52.29624134704521,3,Tier 3
1145,Northwestern University,Colin Hisey,8.157142857142857,1.4,19.299702786509176,2,Tier 4
1146,Shanghai Jiao Tong University,Boyu Zhang,7.5125,2.4,29.849829029896725,2,Tier 4
1147,Carnegie Mellon University,Eni Halilaj,3.0,0.6,2.3689332233144866,0,Tier 6
1148,Imperial College London,Dandan Zhang,6.283333333333332,0.6,5.968825400826976,0,Tier 6
1149,University of Pittsburgh,Zongqi Xia,6.6812499999999995,4.8,51.56005721007354,3,Tier 3
1150,Imperial College London,Thomas E Ouldridge,8.575,3.2,46.956167074647894,3,Tier 3
1151,Johns Hopkins University,David Kass,12.136363636363638,11.0,249.1743940687497,5,Tier 1
1152,Imperial College London,Guang Yang,5.367368421052632,9.5,77.61137249191287,4,Tier 2
1153,Duke University,Karl-dimiter Bissig,8.339999999999998,1.5,21.259293237030306,2,Tier 4
1154,Georgia Institute of Technology,Gari Clifford,4.533082706766917,13.3,87.97184383138789,4,Tier 2
1155,University of California San Diego,Yatish Turakhia,8.883333333333333,1.8,27.605298869794677,2,Tier 4
1156,University of Pittsburgh,Iordanova Bistra,5.06,1.0,7.589062789387581,1,Tier 5
1157,University of California San Francisco,Nevan Krogan,13.698989898989897,19.8,521.826189873223,5,Tier 1
1158,Duke University,Sina Farsiu,4.641071428571428,11.2,76.29407962827439,4,Tier 2
1159,Georgia Institute of Technology,Karmella Haynes,4.75,0.4,2.80496213755033,0,Tier 6
1160,Georgia Institute of Technology,Robert Butera,8.16,1.0,13.791537938483623,1,Tier 5
1161,Georgia Institute of Technology,Stanislav Emelianov,7.223333333333333,6.0,71.05151148298644,4,Tier 2
1162,University of Washington,Drew Sellers,12.54,2.5,58.994554962763175,4,Tier 2
1163,Johns Hopkins University,Hai-Quan Mao,7.709174311926604,10.9,140.01879311223922,5,Tier 1
1164,University of Tokyo,Takamasa Sakai,5.822033898305085,5.9,53.35749395309857,3,Tier 3
